city_name,state,is_saturated,difference
Murphysboro,Illinois,true,-273
Murray,Kentucky,true,-717
Murray,Utah,true,-429
Murrells Inlet,South Carolina,true,-522
Murrieta,California,true,-1540
Muskegon,Michigan,true,-1125
Myrtle Beach,South Carolina,true,-609
Mystic,Connecticut,true,-785
Naalehu,Hawaii,true,-388
Nacogdoches,Texas,true,-142
Nags Head,North Carolina,true,-840
Nampa,Idaho,true,-748
Nancy,Kentucky,true,-732
Nantucket,Massachusetts,true,-3997
Napa,California,true,-963
Naperville,Illinois,true,-773
Naples,Florida,false,439
Naples,Maine,true,-1338
Naples,New York,true,-253
Narragansett,Rhode Island,true,-619
Narrowsburg,New York,true,-1784
Nashville,Indiana,true,-697
Nashville,Tennessee,true,-1453
Natchez,Mississippi,true,-510
Natchitoches,Louisiana,true,-1397
Nathrop,Colorado,true,-998
National City,California,true,-627
Nauvoo,Illinois,true,-1017
Navajo County,Arizona,true,-854
Navarre,Florida,false,77
Navarre Beach,Florida,false,1140
Navasota,Texas,true,-1264
Nebo,North Carolina,true,-1885
Necedah,Wisconsin,true,-890
Nederland,Colorado,true,-1209
Nederland,Texas,true,-551
Needles,California,false,19
Neenah,Wisconsin,true,-10
Negaunee,Michigan,true,-1716
Nehalem,Oregon,true,-1014
Nekoosa,Wisconsin,true,-1434
Nellysford,Virginia,true,-1863
Nelsonville,Ohio,true,-569
Neptune Beach,Florida,true,-1144
Neptune City,New Jersey,true,-888
Neptune Township,New Jersey,true,-2797
Neskowin,Oregon,true,-1064
Netarts,Oregon,true,-968
Nevada City,California,true,-647
Nevis,Minnesota,true,-318
New Albany,Indiana,false,81
Newark,California,true,-603
Newark,Delaware,true,-393
Newark,New Jersey,true,-192
Newark,Ohio,true,-466
New Auburn,Wisconsin,true,-2198
Newaygo,Michigan,true,-1251
New Bedford,Massachusetts,true,-1221
Newberg,Oregon,true,-1264
New Bern,North Carolina,true,-795
Newberry,Michigan,true,-538
New Braunfels,Texas,true,-382
New Britain,Connecticut,true,-376
New Brunswick,New Jersey,true,-568
New Buffalo,Michigan,true,-1623
Newburgh,Indiana,true,-883
Newburgh,New York,true,-733
Newbury,Massachusetts,true,-2692
Newbury,New Hampshire,true,-1454
Newburyport,Massachusetts,true,-2017
Newcastle,Washington,true,-872
New Castle,Colorado,true,-1258
New Castle,Delaware,true,-257
New Fairfield,Connecticut,true,-1312
Newfane,Vermont,true,-557
Newfield,New York,true,-1711
New Haven,Connecticut,true,-445
New Holland,Pennsylvania,true,-226
New Hope,Pennsylvania,true,-1114
New Iberia,Louisiana,true,-161
Newland,North Carolina,true,-1012
New Lisbon,Wisconsin,true,-583
New London,Connecticut,true,-905
New London,New Hampshire,true,-1812
New London,North Carolina,true,-611
New Market,Virginia,true,-994
New Marlborough,Massachusetts,true,-3424
New Milford,Connecticut,true,-1102
Newnan,Georgia,true,-731
New Orleans,Louisiana,false,30
New Paltz,New York,true,-975
New Plymouth,Ohio,true,-2102
Newport,Kentucky,true,-135
Newport,North Carolina,true,-1040
Newport,Oregon,true,-1275
Newport,Rhode Island,true,-1544
Newport,Tennessee,true,-668
Newport,Vermont,true,-219
Newport,Washington,true,-411
Newport Beach,California,true,-1294
Newport News,Virginia,true,-637
New Port Richey,Florida,true,-112
New River,Arizona,true,-468
New Rochelle,New York,true,-823
Newry,Maine,false,1412
New Shoreham,Rhode Island,true,-1289
New Smyrna Beach,Florida,false,619
New Tazewell,Tennessee,true,-793
Newton,Massachusetts,true,-1369
Newtown,Connecticut,true,-1730
New York,New York,true,-1148
Niagara Falls,New York,true,-655
Nice,California,false,189
Niceville,Florida,true,-1424
Niles,Michigan,false,392
Nine Mile Falls,Washington,true,-614
Ninilchik,Alaska,true,-258
Nipomo,California,true,-373
Nisswa,Minnesota,true,-1064
Nixa,Missouri,true,-333
Noblesville,Indiana,true,-1516
Nogales,Arizona,true,-220
Nokomis,Florida,false,390
Norcross,Georgia,true,-405
Norfolk,Virginia,true,-724
Normal,Illinois,true,-97
Norman,Oklahoma,true,-378
North Adams,Massachusetts,true,-837
Northampton,Massachusetts,true,-662
North Augusta,South Carolina,false,1695
North Bay Village,Florida,true,-263
North Beach,Maryland,true,-1348
North Bend,Oregon,true,-708
North Bend,Washington,true,-1521
North Bergen,New Jersey,true,-484
North Canton,Ohio,true,-646
North Cape May,New Jersey,true,-2280
North Charleston,South Carolina,true,-443
North Conway,New Hampshire,true,-1385
North Creek,New York,false,188
North East,Maryland,false,916
North East,Pennsylvania,true,-517
Northfield,Minnesota,true,-205
Northfield,Vermont,true,-489
North Fork,California,true,-787
North Fort Myers,Florida,true,-233
Northglenn,Colorado,true,-506
North Hollywood,California,true,-973
North Kingstown,Rhode Island,true,-1226
North Las Vegas,Nevada,true,-442
North Lauderdale,Florida,false,354
North Little Rock,Arkansas,true,-418
North Logan,Utah,true,-1015
North Miami,Florida,true,-1536
North Miami Beach,Florida,true,-116
North Myrtle Beach,South Carolina,true,-736
North Palm Beach,Florida,true,-86
North Pole,Alaska,true,-400
Northport,Alabama,true,-604
Northport,Maine,true,-1349
Northport,Michigan,true,-988
North Port,Florida,true,-81
North Redington Beach,Florida,false,572
North Richland Hills,Texas,true,-888
North River,New York,true,-916
North Salt Lake,Utah,true,-803
North Tonawanda,New York,true,-995
North Topsail Beach,North Carolina,true,-567
North Truro,Massachusetts,false,1093
North Utica,Illinois,true,-689
Northville,New York,true,-1780
North Wildwood,New Jersey,true,-1152
Norton Shores,Michigan,true,-1778
Norwalk,California,true,-600
Norwalk,Connecticut,true,-1119
Norwalk,Ohio,true,-645
Norway,Maine,true,-1377
Norwich,Connecticut,true,-706
Norwich,New York,true,-665
Novato,California,true,-413
Nyack,New York,true,-1169
Oak Bluffs,Massachusetts,true,-758
Oak Creek,Colorado,true,-417
Oakdale,California,true,-864
Oak Grove,Kentucky,true,-1494
Oak Harbor,Ohio,true,-36
Oak Harbor,Washington,true,-1301
Oak Hill,West Virginia,true,-1096
Oakhurst,California,true,-721
Oak Island,North Carolina,true,-1396
Oakland,California,true,-573
Oakland,Maine,true,-290
Oakland,Maryland,true,-2101
Oakland Park,Florida,true,-640
Oak Park,Illinois,true,-296
Oak Park,Michigan,true,-806
Oakridge,Oregon,true,-700
Oak Ridge,Tennessee,true,-651
Oak View,California,false,414
Oberlin,Ohio,true,-262
Ocala,Florida,true,-241
Occidental,California,false,207
Ocean Beach,New York,true,-2214
Ocean City,Maryland,true,-279
Ocean City,New Jersey,true,-2114
Ocean Grove,New Jersey,true,-1231
Ocean Isle Beach,North Carolina,true,-785
Oceano,California,true,-1273
Ocean Park,Washington,true,-368
Ocean Pines,Maryland,true,-677
Ocean Shores,Washington,true,-1018
Oceanside,California,true,-894
Oceanside,Oregon,true,-507
Ocean Springs,Mississippi,true,-684
Ocean View,Delaware,true,-173
Ocean View,Hawaii,true,-475
Ocklawaha,Florida,true,-383
Ocoee,Florida,true,-155
Oconomowoc,Wisconsin,true,-4130
Oconto,Wisconsin,true,-1280
Ocracoke,North Carolina,false,152
Odessa,Florida,true,-496
Odessa,Texas,true,-438
Ogallala,Nebraska,true,-339
Ogden,Utah,true,-351
Ogunquit,Maine,true,-558
Ohiopyle,Pennsylvania,true,-511
Ojai,California,true,-761
Okaloosa Island,Florida,false,409
Okanogan County,Washington,false,197
Okeechobee,Florida,false,151
Oklahoma City,Oklahoma,true,-527
Olathe,Kansas,false,44
Old Forge,New York,true,-329
Old Fort,North Carolina,true,-943
Old Lyme,Connecticut,true,-1947
Old Orchard Beach,Maine,true,-1412
Old Saybrook,Connecticut,false,112
Oldsmar,Florida,true,-111
Old Town,Florida,false,49
Olean,New York,true,-303
Olga,Washington,true,-1615
Olivebridge,New York,true,-2089
Oliver Springs,Tennessee,true,-469
Olympia,Washington,true,-772
Olympic Valley,California,false,922
Omaha,Arkansas,true,-1129
Omaha,Nebraska,true,-654
Onalaska,Texas,true,-1196
Onalaska,Wisconsin,true,-1077
Onancock,Virginia,true,-901
Oneida,Tennessee,true,-451
Onekama,Michigan,true,-921
Oneonta,New York,false,340
Ontario,California,true,-149
Ontonagon,Michigan,true,-1241
Ooltewah,Tennessee,true,-403
Opelika,Alabama,true,-1240
Orange,California,true,-807
Orange,Virginia,true,-607
Orange Beach,Alabama,false,514
Orange City,Florida,true,-385
Orange County,California,true,-1141
Orange Park,Florida,true,-989
Orderville,Utah,true,-878
Oregon City,Oregon,true,-950
Orem,Utah,true,-348
Orick,California,false,18
Oriental,North Carolina,true,-1434
Orinda,California,true,-1052
Orland,Maine,true,-1202
Orlando,Florida,true,-57
Orleans,Massachusetts,true,-439
Ormond Beach,Florida,true,-213
Oro Valley,Arizona,true,-85
Oroville,California,true,-244
Oroville,Washington,true,-1180
Osage Beach,Missouri,true,-1061
Osceola County,Florida,true,-1161
Oscoda,Michigan,true,-822
Oshkosh,Wisconsin,true,-20
Osprey,Florida,false,764
Ossipee,New Hampshire,true,-1233
Oswego,New York,true,-212
Otis,Massachusetts,true,-751
Ottawa,Illinois,true,-916
Ottertail,Minnesota,true,-1443
Otto,North Carolina,true,-742
Ouray,Colorado,true,-1284
Overland Park,Kansas,true,-747
Ovid,New York,true,-1278
Oviedo,Florida,false,87
Owego,New York,true,-508
Owensboro,Kentucky,true,-551
Owls Head,Maine,true,-1668
Oxford,Maryland,true,-1770
Oxford,Mississippi,true,-818
Oxford,Ohio,false,287
Oxford,Wisconsin,true,-1253
Oxnard,California,true,-1172
Oxon Hill,Maryland,false,965
Ozark,Arkansas,false,20
Ozark,Missouri,true,-730
Pacific,Missouri,true,-189
Pacifica,California,true,-1491
Pacific Beach,Washington,true,-166
Pacific City,Oregon,true,-1598
Pacific Grove,California,true,-1212
Packwood,Washington,true,-1141
Paducah,Kentucky,true,-231
Page,Arizona,true,-347
Pagosa Springs,Colorado,true,-488
Pāhoa,Hawaii,true,-255
Pahrump,Nevada,false,204
Paia,Hawaii,true,-1898
Paicines,California,true,-695
Pajaro Dunes,California,true,-2024
Palacios,Texas,true,-898
Palatka,Florida,true,-11
Palenville,New York,true,-4825
Palestine,Texas,true,-643
Palisade,Colorado,true,-390
Palm Bay,Florida,true,-95
Palm Beach,Florida,false,53
Palm Beach Gardens,Florida,true,-692
Palm City,Florida,true,-1044
Palm Coast,Florida,true,-289
Palmdale,California,true,-549
Palm Desert,California,false,1126
Palmer,Alaska,true,-906
Palmer Lake,Colorado,true,-1261
Palmetto,Florida,false,222
Palmetto,Georgia,true,-1650
Palm Harbor,Florida,false,173
Palm Springs,California,false,16
Palmyra,Pennsylvania,true,-904
Palo Alto,California,true,-1251
Palomar Mountain,California,true,-1208
Panacea,Florida,true,-167
Panama City,Florida,true,-177
Panama City Beach,Florida,true,-141
Panguitch,Utah,true,-339
Paonia,Colorado,true,-389
Papaikou,Hawaii,true,-319
Paradise,Pennsylvania,true,-385
Paradise Valley,Arizona,true,-2464
Paris,Kentucky,true,-555
Paris,Texas,true,-331
Park City,Utah,false,2591
Parker,Arizona,true,-1217
Parker,Colorado,true,-2344
Park Falls,Wisconsin,true,-1243
Park Hill,Oklahoma,true,-770
Park Rapids,Minnesota,true,-1203
Parks,Arizona,true,-497
Parksville,New York,true,-956
Parma,Ohio,true,-568
Parowan,Utah,true,-637
Pasadena,California,true,-876
Pasadena,Maryland,true,-382
Pasadena,Texas,true,-206
Pasco,Washington,false,134
Paso Robles,California,true,-620
Pass Christian,Mississippi,true,-318
Patagonia,Arizona,false,463
Patchogue,New York,true,-2286
Paterson,New Jersey,true,-658
Pawhuska,Oklahoma,true,-698
Pawleys Island,South Carolina,true,-528
Pawtucket,Rhode Island,true,-741
Payson,Arizona,true,-583
Peachtree City,Georgia,true,-1055
Pearland,Texas,false,67
Pella,Iowa,true,-197
Pembroke Pines,Florida,false,44
Pendleton,Oregon,true,-527
Pendleton,South Carolina,true,-1432
Peninsula,Ohio,true,-1594
Penn Yan,New York,true,-1275
Penrose,North Carolina,true,-840
Pensacola,Florida,true,-115
Pensacola Beach,Florida,true,-86
Pentwater,Michigan,true,-1022
Peoria,Arizona,true,-565
Peoria,Illinois,true,-338
Peoria Heights,Illinois,true,-585
Pepin,Wisconsin,true,-594
Pequot Lakes,Minnesota,true,-1789
Perdido Key,Florida,false,1253
Perris,California,true,-727
Perry,Florida,true,-1127
Perry,Georgia,false,74
Perry,New York,false,440
Perrysburg,Ohio,true,-276
Perryville,Missouri,true,-302
Peru,Vermont,true,-671
Peshastin,Washington,true,-1596
Petaluma,California,true,-947
Petersburg,Alaska,false,560
Petersburg,Virginia,true,-548
Peterstown,West Virginia,true,-526
Petoskey,Michigan,true,-1320
Peyton,Colorado,true,-1332
Pflugerville,Texas,true,-461
Pharr,Texas,true,-677
Phelps,Wisconsin,true,-1136
Phenix City,Alabama,true,-97
Philadelphia,Pennsylvania,true,-472
Philipsburg,Montana,true,-939
Philipstown,New York,true,-991
Phillips,Wisconsin,true,-432
Philo,California,true,-1294
Philomath,Oregon,true,-552
Phippsburg,Maine,true,-1461
Phoenicia,New York,true,-1410
Phoenix,Arizona,true,-391
Phoenixville,Pennsylvania,true,-230
Pickens,South Carolina,true,-1159
Pico Rivera,California,true,-607
Pierre,South Dakota,true,-1334
Pigeon,Michigan,true,-1730
Pigeon Forge,Tennessee,true,-2297
Pikeville,Kentucky,true,-256
Pikeville,Tennessee,true,-401
Pinckney,Michigan,true,-1102
Pine,Arizona,true,-999
Pine,Colorado,true,-1512
Pine Bluff,Arkansas,true,-167
Pine Bush,New York,true,-1647
Pine City,Minnesota,true,-886
Pinedale,Wyoming,true,-826
Pinehurst,North Carolina,true,-739
Pine Knoll Shores,North Carolina,true,-9770
Pinellas Park,Florida,false,78
Pine Mountain,Georgia,true,-420
Pine Mountain Club,California,true,-877
Pine Plains,New York,true,-2284
Pine Ridge,Kentucky,true,-944
Pinetop,Arizona,true,-1069
Pinetop-lakeside,Arizona,true,-711
Pineville,Louisiana,true,-428
Pineville,North Carolina,true,-1484
Piney Creek,North Carolina,true,-834
Piney Flats,Tennessee,true,-1326
Pioneer,California,true,-306
Pioneertown,California,true,-765
Pipe Creek,Texas,true,-274
Pisgah Forest,North Carolina,true,-713
Pismo Beach,California,true,-884
Pittsboro,North Carolina,true,-559
Pittsburg,Missouri,true,-614
Pittsburg,New Hampshire,true,-168
Pittsburg,Texas,true,-616
Pittsburgh,Pennsylvania,true,-798
Pittsfield,Massachusetts,true,-970
Pittsfield,Vermont,true,-344
Pittsford,New York,true,-1011
Placentia,California,true,-1609
Placerville,California,true,-574
Placida,Florida,false,807
Placitas,New Mexico,true,-1082
Plano,Texas,true,-1180
Plantation,Florida,true,-913
Plant City,Florida,true,-361
Plattsburgh,New York,true,-817
Pleasant Grove,Utah,true,-528
Pleasant Hill,California,true,-456
Pleasanton,California,true,-1380
Plymouth,California,true,-1475
Plymouth,Massachusetts,true,-451
Plymouth,Michigan,true,-17
Plymouth,New Hampshire,true,-371
Plymouth,Vermont,false,531
Plymouth,Wisconsin,true,-1547
Pocatello,Idaho,true,-350
Pocono Lake,Pennsylvania,true,-2246
Pocono Pines,Pennsylvania,true,-1857
Pocono Summit,Pennsylvania,true,-1986
Point Arena,California,true,-1224
Point Pleasant Beach,New Jersey,true,-2227
Point Reyes Station,California,true,-722
Point Roberts,Washington,true,-1180
Point Venture,Texas,true,-1003
Poipu,Hawaii,true,-303
Polk County,Florida,true,-938
Pollock Pines,California,true,-1181
Polson,Montana,true,-1460
Pomona,California,true,-578
Pompano Beach,Florida,false,54
Ponca,Arkansas,false,367
Ponca City,Oklahoma,true,-246
Ponce Inlet,Florida,false,1362
Ponchatoula,Louisiana,false,233
Ponte Vedra Beach,Florida,true,-79
Pontiac,Michigan,true,-410
Pooler,Georgia,true,-210
Poplar Bluff,Missouri,true,-451
Poplarville,Mississippi,true,-712
Portage,Indiana,true,-405
Portage,Michigan,true,-1327
Port Angeles,Washington,true,-964
Port Aransas,Texas,true,-1580
Port Arthur,Texas,true,-395
Port Austin,Michigan,true,-456
Port Charlotte,Florida,true,-41
Port Clinton,Ohio,true,-544
Porterville,California,true,-654
Port Hueneme,California,true,-659
Port Huron,Michigan,true,-729
Port Isabel,Texas,false,67
Portland,Maine,true,-1898
Portland,Oregon,true,-655
Port Lavaca,Texas,false,137
Port Ludlow,Washington,true,-859
Port Matilda,Pennsylvania,true,-1457
Port O'connor,Texas,true,-1095
Portola,California,true,-487
Port Orange,Florida,false,271
Port Orchard,Washington,true,-1051
Port Orford,Oregon,true,-1055
Port Richey,Florida,true,-159
Port Royal,South Carolina,true,-1175
Port Saint Joe,Florida,false,465
Port Saint Lucie,Florida,true,-49
Portsmouth,New Hampshire,true,-1514
Portsmouth,Rhode Island,true,-2073
Portsmouth,Virginia,true,-259
Port Townsend,Washington,true,-307
Port Washington,Wisconsin,true,-524
Post Falls,Idaho,true,-1300
Potosi,Missouri,true,-508
Potsdam,New York,true,-310
Pottsboro,Texas,true,-824
Poughkeepsie,New York,true,-466
Poulsbo,Washington,true,-830
Poway,California,false,84
Powder Springs,Georgia,true,-361
Powell Butte,Oregon,true,-3022
Prairie Village,Kansas,true,-793
Prattsville,New York,true,-798
Prattville,Alabama,true,-246
Pray,Montana,true,-1005
Prescott,Arizona,true,-706
Prescott Valley,Arizona,true,-308
Presque Isle,Wisconsin,true,-150
Princeton,Illinois,true,-472
Princeton,New Jersey,true,-2354
Princeville,Hawaii,true,-931
Prineville,Oregon,true,-373
Prospect,Kentucky,true,-1990
Prosperity,South Carolina,true,-390
Prosser,Washington,true,-225
Providence,Rhode Island,true,-563
Provincetown,Massachusetts,true,-1609
Provo,Utah,true,-738
Pueblo,Colorado,true,-472
Pueblo West,Colorado,false,68
Pulaski,New York,true,-1003
Pullman,Michigan,true,-941
Pullman,Washington,false,251
Punta Gorda,Florida,true,-289
Purcellville,Virginia,true,-311
Purlear,North Carolina,true,-1099
Put-in-bay,Ohio,true,-456
Putnam Valley,New York,true,-3727
Putney,Vermont,true,-748
Puyallup,Washington,true,-750
Quarryville,Pennsylvania,true,-404
Queen Creek,Arizona,false,8
Queens,New York,true,-1620
Queensbury,New York,true,-2714
Quincy,Illinois,true,-752
Quincy,Massachusetts,true,-305
Quincy,Washington,true,-1630
Quinlan,Texas,true,-880
Quitman,Texas,false,392
Rabun Gap,Georgia,true,-1293
Racine,Wisconsin,true,-881
Radford,Virginia,true,-1185
Raleigh,North Carolina,true,-377
Ramona,California,true,-549
Rancho Cordova,California,true,-258
Rancho Cucamonga,California,true,-774
Rancho Mirage,California,true,-1316
Rancho Palos Verdes,California,false,510
Rancho Santa Fe,California,true,-2945
Ranchos De Taos,New Mexico,true,-195
Rancho Viejo,Texas,true,-512
Randle,Washington,true,-1047
Randolph,Vermont,true,-449
Rangeley,Maine,true,-1201
Rapid City,Michigan,true,-2348
Rapid City,South Dakota,true,-988
Rapid River,Michigan,true,-941
Rathdrum,Idaho,false,173
Raymond,Maine,false,152
Reading,Pennsylvania,true,-17
Red Bluff,California,true,-5
Reddick,Florida,true,-202
Redding,California,true,-435
Redding,Connecticut,true,-1238
Red Hook,New York,true,-947
Redington Beach,Florida,true,-51
Redington Shores,Florida,false,720
Redlands,California,true,-445
Red Lodge,Montana,true,-1336
Redmond,Oregon,true,-502
Redmond,Washington,true,-1073
Redondo Beach,California,true,-866
Red River,New Mexico,true,-713
Red Wing,Minnesota,true,-1281
Redwood City,California,true,-830
Reeds Spring,Missouri,true,-1125
Reedville,Virginia,true,-2037
Rehoboth Beach,Delaware,true,-143
Reno,Nevada,true,-839
Renton,Washington,true,-765
Reston,Virginia,true,-1064
Reunion,Florida,false,207
Revere,Massachusetts,true,-717
Rexburg,Idaho,true,-349
Rhinebeck,New York,true,-1837
Rhinelander,Wisconsin,true,-837
Rhododendron,Oregon,true,-650
Rice Lake,Wisconsin,true,-1215
Richardson,Texas,true,-847
Richfield Springs,New York,true,-511
Richfield Township,Michigan,true,-350
Richland,Washington,true,-610
Richland Center,Wisconsin,true,-1189
Richmond,California,true,-388
Richmond,Indiana,true,-315
Richmond,Kentucky,true,-97
Richmond,Texas,true,-660
Richmond,Vermont,true,-49
Richmond,Virginia,true,-406
Richmond Hill,Georgia,true,-797
Ridgecrest,California,true,-276
Ridgedale,Missouri,true,-2097
Ridgefield,Washington,true,-1487
Ridgeway,South Carolina,true,-936
Ridgway,Colorado,true,-788
Rigby,Idaho,true,-689
Riggins,Idaho,true,-361
Rileyville,Virginia,true,-938
Ringgold,Georgia,true,-391
Rio Hondo,Texas,true,-191
Rio Rancho,New Mexico,true,-1071
Ripton,Vermont,true,-511
Rising Fawn,Georgia,true,-738
Riverdale,Georgia,true,-527
Riverhead,New York,true,-1476
Riverside,California,true,-981
Riverton,Utah,false,1303
Riverton,Wyoming,true,-914
Riverview,Florida,true,-147
Riviera Beach,Florida,false,613
Roach,Missouri,true,-1088
Roan Mountain,Tennessee,true,-674
Roanoke,Virginia,true,-215
Robbinsville,North Carolina,true,-666
Rocheport,Missouri,true,-941
Rochester,Minnesota,true,-801
Rochester,New York,true,-501
Rochester,Vermont,false,721
Rockaway Beach,Missouri,true,-485
Rockaway Beach,Oregon,true,-1040
Rockbridge,Ohio,true,-1585
Rockford,Illinois,true,-394
Rock Hall,Maryland,true,-1618
Rock Hill,South Carolina,true,-218
Rock Island,Illinois,true,-595
Rockland,Maine,true,-1510
Rockledge,Florida,true,-64
Rocklin,California,true,-1314
Rockport,Maine,true,-2457
Rockport,Massachusetts,true,-1504
Rockport,Texas,true,-445
Rock Springs,Wyoming,true,-419
Rockville,Maryland,true,-324
Rockwall,Texas,true,-1176
Rockwood,Maine,false,50
Rockwood,Pennsylvania,true,-254
Rocky Mount,Missouri,true,-1478
Rocky Mount,North Carolina,true,-390
Rodanthe,North Carolina,true,-1646
Rogers,Arkansas,true,-795
Rogers,Kentucky,true,-779
Rogersville,Alabama,true,-267
Rolla,Missouri,true,-318
Rome,Georgia,true,-573
Romulus,New York,true,-2188
Ronald,Washington,true,-1822
Ronks,Pennsylvania,true,-1078
Roscoe,New York,true,-1496
Roscommon,Michigan,true,-833
Roseburg,Oregon,true,-287
Rosedale,Maryland,true,-288
Roseland,Virginia,true,-1308
Rosemary Beach,Florida,false,764
Rosemead,California,true,-240
Rosenberg,Texas,true,-260
Rosendale,New York,true,-1550
Roseville,California,true,-551
Roslyn,Washington,true,-2003
Rosman,North Carolina,true,-1624
Rossville,Georgia,true,-703
Roswell,Georgia,true,-906
Roswell,New Mexico,true,-142
Rotonda West,Florida,false,149
Round Rock,Texas,true,-540
Round Top,Texas,true,-131
Rowland Heights,California,false,148
Rowlett,Texas,true,-873
Roxbury,New York,true,-1118
Royal,Arkansas,true,-1946
Royal Oak,Michigan,true,-754
Royal Palm Beach,Florida,false,90
Ruckersville,Virginia,true,-878
Ruidoso,New Mexico,true,-1252
Rumford,Maine,true,-1093
Running Springs,California,true,-411
Ruskin,Florida,true,-69
Russell Springs,Kentucky,true,-539
Russellville,Arkansas,true,-48
Ruston,Louisiana,true,-328
Rutherfordton,North Carolina,true,-958
Rutland,Vermont,true,-751
Rye,New Hampshire,true,-2499
Saco,Maine,true,-1321
Sacramento,California,true,-574
Safety Harbor,Florida,true,-73
Sag Harbor,New York,true,-3843
Saginaw,Michigan,true,-323
Sagle,Idaho,true,-2562
Sahuarita,Arizona,true,-509
Saint Albans,West Virginia,true,-699
Saint Anthony,Idaho,true,-717
Saint Augustine,Florida,true,-189
Saint Augustine Beach,Florida,false,407
Saint Charles,Illinois,true,-779
Saint Charles,Missouri,true,-636
Saint Cloud,Florida,true,-192
Saint George,Maine,true,-538
Saint George,Utah,true,-194
Saint George Island,Florida,false,328
Saint Germain,Wisconsin,true,-23380
Saint Helena,California,true,-3826
Saint Helena Island,South Carolina,true,-636
Saint Ignace,Michigan,true,-566
Saint James,Missouri,true,-464
Saint James City,Florida,true,-1627
Saint Jo,Texas,false,577
Saint Joe,Arkansas,true,-418
Saint Johnsbury,Vermont,true,-788
Saint Joseph,Michigan,true,-94
Saint Joseph,Missouri,true,-572
Saint Leonard,Maryland,true,-1425
Saint Louis,Missouri,true,-834
Saint Marys,Georgia,true,-19
Saint Michaels,Maryland,true,-687
Saint Paul,Minnesota,true,-437
Saint Pete Beach,Florida,false,901
Saint Petersburg,Florida,false,134
Saint Simons,Georgia,false,35
Saint Simons Island,Georgia,true,-353
Salem,Massachusetts,true,-2097
Salem,Missouri,true,-261
Salem,Oregon,true,-521
Salem,South Carolina,true,-1198
Salida,Colorado,true,-497
Salina,Kansas,true,-297
Salinas,California,false,220
Salisbury,Connecticut,true,-522
Salisbury,Maryland,true,-505
Salisbury,Massachusetts,true,-2008
Salisbury,North Carolina,true,-904
Salmon,Idaho,true,-1159
Salt Lake City,Utah,true,-269
Saluda,North Carolina,true,-1087
Salvo,North Carolina,false,12
Sammamish,Washington,true,-717
San Angelo,Texas,true,-479
San Anselmo,California,true,-89
San Antonio,Texas,true,-513
San Bernardino,California,true,-550
San Bruno,California,true,-297
San Carlos,California,true,-1110
San Clemente,California,true,-723
San Diego,California,true,-726
San Dimas,California,true,-803
Sandpoint,Idaho,true,-700
Sandusky,Ohio,true,-985
Sandwich,Massachusetts,true,-1495
Sandy,Oregon,true,-769
Sandy,Utah,false,433
Sandy Springs,Georgia,true,-33
Sanford,Florida,false,46
Sanford,North Carolina,true,-523
San Francisco,California,true,-803
San Gabriel,California,true,-354
Sanibel,Florida,false,2406
San Jose,California,true,-652
San Juan Capistrano,California,true,-1030
San Leandro,California,true,-650
San Leon,Texas,true,-1053
San Luis Obispo,California,true,-574
San Marcos,California,true,-1011
San Marcos,Texas,true,-416
San Mateo,California,true,-1132
San Miguel,California,true,-301
San Rafael,California,true,-1380
San Ramon,California,true,-1591
San Saba,Texas,true,-23
Santa Ana,California,true,-511
Santa Barbara,California,true,-923
Santa Clara,California,true,-892
Santa Clara,Utah,true,-1271
Santa Clarita,California,true,-414
Santa Cruz,California,true,-535
Santa Fe,New Mexico,true,-1410
Santa Margarita,California,true,-145
Santa Maria,California,true,-363
Santa Monica,California,true,-1229
San Tan Valley,Arizona,false,11
Santa Rosa,California,true,-1375
Santa Rosa Beach,Florida,true,-84
Santa Ynez,California,true,-3595
Sapphire,North Carolina,true,-1824
Saranac Lake,New York,true,-979
Sarasota,Florida,false,603
Saratoga,California,true,-925
Saratoga,Wyoming,true,-846
Saratoga Springs,New York,true,-1524
Saratoga Springs,Utah,true,-388
Satellite Beach,Florida,false,256
Saugatuck,Michigan,true,-1294
Saugerties,New York,true,-1437
Sault Ste. Marie,Michigan,true,-511
Sausalito,California,true,-1274
Sautee Nacoochee,Georgia,true,-975
Savanna,Illinois,true,-549
Savannah,Georgia,true,-594
Savannah,Tennessee,true,-639
Sawyer,Michigan,true,-1247
Sayville,New York,false,2285
Scarborough,Maine,true,-1611
Schaumburg,Illinois,true,-1153
Schenectady,New York,true,-424
Schertz,Texas,false,494
Schroon Lake,New York,true,-1193
Scituate,Massachusetts,true,-413
Scottsbluff,Nebraska,true,-450
Scottsboro,Alabama,true,-4
Scottsdale,Arizona,true,-391
Scotts Valley,California,true,-670
Scottsville,Kentucky,true,-1037
Scottsville,Virginia,true,-899
Scranton,Pennsylvania,false,158
Sea Bright,New Jersey,true,-2009
Seabrook,Texas,true,-334
Seabrook Island,South Carolina,true,-61
Seacrest,Florida,true,-722
Seacrest Beach,Florida,true,-1093
Sea Isle City,New Jersey,true,-1950
Seal Beach,California,true,-562
Seal Rock,Oregon,true,-857
Sea Ranch,California,true,-2
Searcy,Arkansas,true,-253
Seaside,California,true,-352
Seaside,Oregon,true,-454
Seaside Heights,New Jersey,true,-1763
Seaside Park,New Jersey,true,-1111
Seatac,Washington,true,-496
Seattle,Washington,true,-944
Sebastian,Florida,true,-217
